Symbol,Company Name,Series,Listing Date,Paid Up Value,Market Lot,ISIN,Face Value,Sector,Industry,Current Price,Daily Change %,Weekly Change %,Monthly Change %,Volume,Market Cap (Cr),P/E Ratio,52W High,52W Low
20MICRONS,20 Microns Limited,BE,06-OCT-2008,5,1,INE144J01027,5,Basic Materials,Other Industrial Metals & Mining,223.5,1.891950663783392,-4.07725321888412,-27.07993474714519,39237.0,788.6532608,13.279858,348.0,132.0
21STCENMGM,21st Century Management Services Limited,BE,03-MAY-1995,10,1,INE253B01015,10,Financial Services,Capital Markets,101.20999908447266,-2.0042599915668893,-9.62585854534101,-14.105068733183831,6894.0,106.270496,1.7859538,141.4,22.5
360ONE,360 ONE WAM LIMITED,EQ,19-SEP-2019,1,1,INE466L01038,1,Financial Services,Asset Management,1082.4000244140625,-0.8518757143690976,6.45161658228212,5.615460818567314,359373.0,41764.8738304,43.638573,1215.0,539.5
3IINFOLTD,3i Infotech Limited,EQ,22-OCT-2021,10,1,INE748C01038,10,Technology,Information Technology Services,26.389999389648438,-0.11355293928415518,-1.6399572691345707,-2.1142422632814717,346465.0,447.7392896,N/A,63.9,25.23
3MINDIA,3M India Limited,EQ,13-AUG-2004,10,1,INE470A01017,10,Industrials,Conglomerates,30685.5,-1.9771924892365664,-8.027834164875536,-9.332525706181302,5261.0,34562.7099136,57.75534,40856.5,28498.95
3PLAND,3P Land Holdings Limited,BE,19-JUL-1995,2,1,INE105C01023,2,N/A,N/A,47.099998474121094,2.9733203886053814,5.463498958901975,35.30593684566739,50247.0,0.0,N/A,56.15,24.05
5PAISA,5Paisa Capital Limited,EQ,16-NOV-2017,10,1,INE618L01018,10,Financial Services,Capital Markets,470.6000061035156,-0.21204410242957064,-1.7741598605121847,-6.9040541832807865,30288.0,1474.0937728,24.583332,758.45,458.0
63MOONS,63 moons technologies limited,EQ,20-JUN-2005,2,1,INE111B01023,2,Technology,Software - Application,579.2000122070312,0.2336309904183726,0.47705784400475326,30.626977938626354,254233.0,2663.3373696,36.28374,690.75,314.65
A2ZINFRA,A2Z Infra Engineering Limited,EQ,23-DEC-2010,10,1,INE619I01012,10,Industrials,Engineering & Construction,16.90999984741211,-0.8211108264693018,0.4753412006459372,-0.9373160531492147,108863.0,297.6428032,105.625,24.57,9.55
AAATECH,AAA Technologies Limited,EQ,28-NOV-2022,10,1,INE0D0U01013,10,Technology,Information Technology Services,108.97000122070312,1.1698098105472077,3.1619843360140587,-10.570371288230639,9898.0,141.0691456,39.847828,160.85,71.8
AADHARHFC,Aadhar Housing Finance Limited,EQ,15-MAY-2024,10,1,INE883F01010,10,Financial Services,Mortgage Finance,416.79998779296875,-1.4540783157731896,-1.6749247949386463,-0.5843797750819916,422079.0,17897.3343744,25.796654,516.8,292.0
AAKASH,Aakash Exploration Services Limited,EQ,29-SEP-2020,1,1,INE087Z01024,1,Energy,Oil & Gas Equipment & Services,10.720000267028809,2.2900833518668904,2.3877745331800773,0.18692016934760566,146445.0,106.3124992,1.707317,17.15,6.9
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,BE,06-AUG-2021,10,1,INE198H01019,10,Healthcare,Drug Manufacturers - Specialty & Generic,56.290000915527344,2.925584803428694,-2.375995378963314,-8.14294706783737,7695.0,160.1672576,27.78,74.8,37.35
AARON,Aaron Industries Limited,EQ,06-NOV-2020,10,1,INE721Z01010,10,Industrials,Specialty Industrial Machinery,325.3500061035156,2.585531251723019,9.841320963926822,25.32742621499868,205895.0,341.9499776,47.59475,350.0,242.1
AARTECH,Aartech Solonics Limited,EQ,10-JUL-2023,5,1,INE01C001026,5,Industrials,Electrical Equipment & Parts,73.02999877929688,2.4838571288317337,22.34880291422683,17.204296533045742,154375.0,230.8110592,142.39217,87.333336,42.416664
AARTIDRUGS,Aarti Drugs Limited,EQ,19-SEP-2003,10,1,INE767A01016,10,Healthcare,Drug Manufacturers - Specialty & Generic,449.25,-1.2094557449147882,-3.883182313541937,-8.053623743749784,110523.0,4107.1501312,27.141134,635.0,431.05
AARTIIND,Aarti Industries Limited,EQ,08-FEB-1995,5,1,INE769A01020,5,Basic Materials,Specialty Chemicals,430.8500061035156,1.23355261388861,0.5132420945659772,-11.792405499849115,1013966.0,15588.3175936,35.01629,769.25,422.6
AARTIPHARM,Aarti Pharmalabs Limited,EQ,30-JAN-2023,5,1,INE0LRU01027,5,Healthcare,Drug Manufacturers - Specialty & Generic,653.4000244140625,5.908098141798828,0.7090068908203518,10.905541430453077,391072.0,5947.3514496,25.99364,721.7,399.55
AARTISURF,Aarti Surfactants Limited,BE,14-JUL-2020,10,1,INE09EO01013,10,Basic Materials,Specialty Chemicals,644.4000244140625,0.8608545609376161,0.2723099561998097,-11.34346205424433,3400.0,543.1202816,35.455547,918.0,548.15
AARVEEDEN,Aarvee Denims & Exports Limited,BE,21-NOV-2006,10,1,INE273D01019,10,Consumer Cyclical,Textile Manufacturing,69.7300033569336,1.9891773522263783,10.367209591832225,49.82810912165081,13571.0,163.8432,9.199209,69.73,21.65
AARVI,Aarvi Encon Limited,EQ,24-JUN-2020,10,1,INE754X01016,10,Industrials,Staffing & Employment Services,133.52999877929688,0.4135983376662956,-3.734415459481377,-8.459585076407967,6236.0,196.92288,18.577406,184.25,112.95
AAVAS,Aavas Financiers Limited,EQ,08-OCT-2018,10,1,INE216P01012,10,Financial Services,Mortgage Finance,1637.4000244140625,-0.23761800390166843,-1.3168585557292452,-2.611076139839587,120725.0,12955.8396928,24.323921,1978.95,1307.0
ABAN,Aban Offshore Limited,EQ,29-MAR-1995,2,1,INE421A01028,2,Energy,Oil & Gas Drilling,62.13999938964844,2.2712328937411526,4.279240192198262,-2.4796010684025735,24040.0,361.8648576,N/A,93.35,48.75
ABB,ABB India Limited,EQ,08-FEB-1995,2,1,INE117A01022,2,Industrials,Specialty Industrial Machinery,6904.64990234375,2.1277082861781187,1.5091135304873566,-15.56578599636414,254886.0,146437.4001664,87.0277,9149.95,4195.55
ABBOTINDIA,Abbott India Limited,EQ,08-JAN-2010,10,1,INE358A01014,10,Healthcare,Drug Manufacturers - General,27718.5,2.226839310953771,0.321027355398786,-4.511489305183615,6113.0,58998.6791424,45.948765,30521.0,22000.0
ABCAPITAL,Aditya Birla Capital Limited,EQ,01-SEP-2017,10,1,INE674K01013,10,Financial Services,Financial Conglomerates,186.47999572753906,1.8960719768632692,-0.602315910205349,-10.16043303584687,2782501.0,48681.5760384,13.081233,246.9,155.0
ABDL,Allied Blenders and Distillers Limited,EQ,02-JUL-2024,2,1,INE552Z01027,2,Consumer Defensive,Beverages - Wineries & Distilleries,315.1499938964844,1.1879857262595395,2.2550231713762954,4.112976936696645,527315.0,8810.8654592,2423.077,372.4,282.05
ABFRL,Aditya Birla Fashion and Retail Limited,EQ,17-JUL-2013,10,1,INE647O01011,10,Consumer Cyclical,Apparel Manufacturing,288.54998779296875,1.459210262147504,-0.5343048183162692,-6.208355755710576,3286903.0,31063.179264,N/A,364.4,198.75
ABINFRA,A B Infrabuild Limited,EQ,08-NOV-2024,10,1,INE00YB01017,10,Industrials,Engineering & Construction,92.25,-0.48543361710511956,-2.8947368421052633,2.9575910390716116,3100.0,491.0688768,53.3237,98.0,44.0
ABMINTLLTD,ABM International Limited,BE,09-SEP-2021,10,1,INE251C01025,10,Basic Materials,Specialty Chemicals,65.83999633789062,-5.0064945071879885,-5.510912672886317,-16.28735529493066,2521.0,61.9422656,N/A,110.62,41.8
ABREL,Aditya Birla Real Estate Limited,EQ,27-JUN-2003,10,1,INE055A01016,10,Basic Materials,Paper & Paper Products,2554.550048828125,0.5154576288315055,-0.1329151237768511,-6.683103239155251,91915.0,28184.3859456,100.83036,3140.0,1178.0
ABSLAMC,Aditya Birla Sun Life AMC Limited,EQ,11-OCT-2021,5,1,INE404A01024,5,Financial Services,Asset Management,843.7000122070312,2.013182354127598,8.062761730007205,16.79934113968234,731120.0,24351.0689792,27.196459,869.8,446.1
ACC,ACC Limited,EQ,20-NOV-1996,10,1,INE012A01025,10,Basic Materials,Building Materials,2089.60009765625,3.078144632368553,-4.923102592047334,-6.977986208095816,1208356.0,39331.0765056,19.308899,2844.0,1820.5
ACCELYA,Accelya Solutions India Limited,EQ,01-DEC-1999,10,1,INE793A01012,10,Technology,Information Technology Services,1457.5999755859375,0.04804387124343052,-2.026551800642749,-8.456588124607475,9814.0,2176.175104,22.933125,2127.4,1310.0
ACCURACY,Accuracy Shipping Limited,EQ,11-DEC-2020,1,1,INE648Z01023,1,Industrials,Integrated Freight & Logistics,9.34000015258789,0.0,-3.1120350627649254,-2.4033390759742623,185299.0,141.5264,21.363636,18.25,7.85
ACE,Action Construction Equipment Limited,EQ,26-SEP-2006,2,1,INE731H01025,2,Industrials,Farm & Heavy Construction Machinery,1225.1500244140625,1.8116133519269884,-0.24832493723049265,-6.205016826489502,153885.0,14616.7611392,39.93496,1695.0,780.0
ACEINTEG,Ace Integrated Solutions Limited,EQ,04-NOV-2022,10,1,INE543V01017,10,Industrials,Staffing & Employment Services,29.6299991607666,3.964909336023163,-2.1789426702275545,-9.719684837659175,68883.0,30.1308,73.85,55.5,28.01
ACI,Archean Chemical Industries Limited,EQ,21-NOV-2022,2,1,INE128X01021,2,Basic Materials,Chemicals,679.8499755859375,2.5337437753206613,0.5397757043797192,10.052606327144881,174525.0,8407.625728,38.236946,837.7,549.1
ACL,Andhra Cements Limited,EQ,10-MAY-2023,10,1,INE666E01020,10,Basic Materials,Building Materials,79.0999984741211,0.11390499361770892,1.2285629536360498,-5.4393340929589495,21352.0,725.655552,N/A,139.2,76.0
ACLGATI,Allcargo Gati Limited,EQ,10-OCT-2006,2,1,INE152B01027,2,Industrials,Integrated Freight & Logistics,91.58000183105469,1.4736862393957757,-0.2830950753519042,-5.975358935983036,242778.0,1345.764352,66.79562,149.0,88.21
ADANIENSOL,Adani Energy Solutions Limited,EQ,31-JUL-2015,10,1,INE931S01010,10,Utilities,Utilities - Independent Power Producers,648.9500122070312,-6.92721230447741,-27.071975050657432,-37.7983339561848,22987430.0,77999.5512832,133.23409,1348.0,627.5
ADANIENT,Adani Enterprises Limited,EQ,04-JUN-1997,1,1,INE423A01024,1,Energy,Thermal Coal,2228.0,2.03100769993616,-20.900343003412523,-21.099229354974394,20939196.0,257562.3520256,47.882755,3743.9,2025.0
ADANIGREEN,Adani Green Energy Limited,EQ,18-JUN-2018,10,1,INE364U01010,10,Utilities,Utilities - Renewable,1051.800048828125,-8.195854616883315,-28.373449296739643,-37.55824872704673,22036694.0,167131.9257088,167.11569,2174.1,937.9
ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,27-NOV-2007,2,1,INE742F01042,2,Industrials,Marine Shipping,1136.75,1.9826829140881939,-11.73616131289609,-16.590232207233896,27086168.0,245985.5224832,23.947811,1621.4,795.55
ADANIPOWER,Adani Power Limited,EQ,20-AUG-2009,10,1,INE814H01011,10,Utilities,Utilities - Independent Power Producers,460.45001220703125,-3.2972764655471822,-15.822666872571983,-21.712149435724477,33493676.0,178113.6228352,14.805903,895.85,397.2
ADFFOODS,ADF Foods Limited,EQ,15-SEP-2010,2,1,INE982B01027,2,Consumer Defensive,Packaged Foods,303.20001220703125,0.1486415217279108,9.261265660191441,7.788647736209676,578896.0,3344.2533376,42.063713,324.5,179.0
ADL,Archidply Decor Limited,BE,01-OCT-2020,10,1,INE0CHO01012,10,Consumer Cyclical,"Furnishings, Fixtures & Appliances",94.98999786376953,0.32741609378385655,2.6918895824535474,0.9243466763701235,2237.0,52.873808,193.85713,146.6,76.4
ADORWELD,Ador Welding Limited,EQ,10-MAY-1995,10,1,INE045A01017,10,Industrials,Specialty Industrial Machinery,1153.4000244140625,1.9670246669114944,0.2433555438499891,-11.382583754458937,5230.0,2029.1663872,33.476887,1770.0,1107.05
ADROITINFO,Adroit Infotech Limited,EQ,13-AUG-1997,10,1,INE737B01033,10,Technology,Information Technology Services,22.209999084472656,1.5546329775594816,-3.434786589249321,15.979109801033156,53145.0,73.8743872,17.224806,30.4,14.041494
ADSL,Allied Digital Services Limited,EQ,25-JUL-2007,5,1,INE102I01027,5,Technology,Information Technology Services,256.79998779296875,1.9654483103004488,2.8434084627555074,-8.790623716240164,192651.0,1446.1095936,32.39295,319.9,116.15
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,25-JUN-2007,2,1,INE199C01026,2,Consumer Cyclical,Lodging,66.3499984741211,3.429457359178209,-0.19555486800218552,0.8052245240872459,56389.0,616.5687808,25.710424,91.65,48.0
ADVENZYMES,Advanced Enzyme Technologies Limited,EQ,01-AUG-2016,2,1,INE837H01020,2,Basic Materials,Specialty Chemicals,366.3500061035156,-1.2267424825675841,-2.9664897501187806,-16.68182944443018,116696.0,4104.9137152,29.97549,571.0,324.65
AEGISLOG,Aegis Logistics Limited,EQ,03-APR-1996,1,1,INE208C01025,1,Energy,Oil & Gas Refining & Marketing,800.2000122070312,0.0,3.672998318043902,10.334369142644778,162708.0,28080.0002048,48.076923,970.0,625.0
AEROFLEX,Aeroflex Industries Limited,EQ,31-AUG-2023,2,1,INE024001021,2,Industrials,Metal Fabrication,179.49000549316406,-0.609109511619037,1.861414592999246,-1.8965900160519185,466200.0,2323.3775616,50.308125,214.0,115.0
AETHER,Aether Industries Limited,EQ,03-JUN-2022,10,1,INE0BWX01014,10,Basic Materials,Specialty Chemicals,813.5999755859375,-2.0172217128302248,-1.20218875702034,1.3958064345839911,31203.0,10802.8624896,131.84467,1071.0,761.55
AFCONS,Afcons Infrastructure Limited,EQ,04-NOV-2024,10,1,INE101I01011,10,Industrials,Engineering & Construction,497.25,1.9372719236397373,5.966968566862014,0.0,4698464.0,18060.0815616,40.151268,513.5,420.25
AFFLE,Affle (India) Limited,EQ,08-AUG-2019,2,1,INE00WC01027,2,Communication Services,Advertising Agencies,1585.800048828125,2.2700937570237074,4.442327152944975,7.522804019311087,151201.0,22177.792,64.32059,1715.0,998.2
AFFORDABLE,Affordable Robotic & Automation Limited,EQ,23-OCT-2024,10,1,INE692Z01013,10,Industrials,Specialty Industrial Machinery,641.4500122070312,0.44629450830760575,0.0077935439766182255,0.0,13808.0,734.5995264,317.0488,788.5,596.15
AFIL,Akme Fintrade (India) Limited,EQ,26-JUN-2024,10,1,INE916Y01019,10,Financial Services,Credit Services,81.6500015258789,-0.34175366563398707,-7.531145295636003,-18.901468734221464,163725.0,349.0815232,21.413614,134.0,80.76
AGARIND,Agarwal Industrial Corporation Limited,EQ,26-MAY-2014,10,1,INE204E01012,10,Basic Materials,Specialty Chemicals,1004.9500122070312,-1.2819241446924117,-2.767165136658981,-4.490585550039201,17496.0,1525.7776128,12.318067,1341.1,776.3
AGI,AGI Greenpac Limited,EQ,31-MAY-2000,2,1,INE415A01038,2,Consumer Cyclical,Packaging & Containers,906.1500244140625,0.22675023597875724,-1.639074690468114,1.0031766990005924,105489.0,5866.436608,21.992481,1054.95,610.4
AGIIL,Agi Infra Limited,EQ,15-JUL-2024,10,1,INE976R01017,10,Real Estate,Real Estate - Development,1596.8499755859375,-0.8967959290199754,10.938581943957397,68.99671227928611,216466.0,1968.3975168,34.811913,1698.2,657.05
AGRITECH,Agri-Tech (India) Limited,EQ,28-JAN-2014,10,1,INE449G01018,10,Consumer Defensive,Farm Products,179.0500030517578,-0.16727239562214424,-2.4091121924768104,-13.984435097149431,8822.0,107.3081856,11.681818,309.15,152.7
AGROPHOS,Agro Phos India Limited,EQ,08-MAR-2019,10,1,INE740V01019,10,Basic Materials,Agricultural Inputs,40.15999984741211,1.6966273498809465,-2.7367426569619933,-6.474147340954259,73697.0,81.5627008,N/A,65.75,35.1
AGSTRA,AGS Transact Technologies Limited,EQ,31-JAN-2022,10,1,INE583L01014,10,Technology,Software - Infrastructure,79.81999969482422,0.6430489874289584,-3.3773161783244667,-8.724982869849416,270629.0,970.6202112,112.492966,126.75,63.45
AHL,Abans Holdings Limited,EQ,23-DEC-2022,2,1,INE00ZE01026,2,Financial Services,Capital Markets,378.6000061035156,5.13746172908476,3.11861974598303,-0.4077305847309352,384223.0,1894.7151872,19.44992,625.0,260.0
AHLADA,Ahlada Engineers Limited,EQ,28-JAN-2021,10,1,INE00PV01013,10,Industrials,Building Products & Equipment,83.94999694824219,-2.587611219583234,-12.094244033254252,-14.336737807916137,64484.0,108.5363968,7.954545,167.35,83.54
AHLEAST,Asian Hotels (East) Limited,EQ,11-AUG-2010,10,1,INE926K01017,10,Consumer Cyclical,Lodging,155.72000122070312,2.1449684079502647,5.074227008983844,-7.83617718220498,14410.0,270.7904256,11.409657,196.9,124.81
AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,14-DEC-2009,2,1,INE758C01029,2,Industrials,Engineering & Construction,927.5499877929688,-1.8361769682303266,-9.485241493733227,-15.41582997962786,63179.0,6216.4492288,18.325434,1542.45,747.8
AIAENG,AIA Engineering Limited,EQ,14-DEC-2005,2,1,INE212H01026,2,Industrials,Specialty Industrial Machinery,3414.949951171875,0.2259872674994497,-2.8380801031604777,-14.250022146116553,20842.0,31859.5858432,30.479422,4949.95,3337.0
AIIL,Authum Investment & Infrastructure Limited,EQ,23-APR-2024,1,1,INE206F01022,1,Financial Services,Capital Markets,1554.0999755859375,-0.7472265217352664,-0.3206978435183998,-14.960329653300274,31333.0,26361.6413696,6.4641204,1900.0,732.2
AIRAN,Airan Limited,BE,03-MAY-2019,2,1,INE645W01026,2,Technology,Information Technology Services,29.059999465942383,-2.5486258774635306,-8.125196847972129,-14.353082214651542,200557.0,366.1836032,13.193694,48.78,21.8
AIROLAM,Airo Lam limited,EQ,13-OCT-2021,10,1,INE801L01010,10,Consumer Cyclical,"Furnishings, Fixtures & Appliances",115.31999969482422,-0.5175970355405267,2.670940178197171,-8.90275453755827,4257.0,172.598016,23.721651,196.8,109.0
AJANTPHARM,Ajanta Pharma Limited,EQ,29-MAY-2000,2,1,INE031B01049,2,Healthcare,Drug Manufacturers - Specialty & Generic,2960.050048828125,0.49397551614751317,4.784245500955423,0.319989951754521,57301.0,37014.683648,42.59632,3485.0,1850.25
AJMERA,Ajmera Realty & Infra India Limited,EQ,16-JUN-2009,10,1,INE298G01027,10,Real Estate,Real Estate - Development,924.2000122070312,4.3409553719482075,7.0481309250974515,9.321029751280662,62442.0,3625.7742848,26.252848,999.8,409.3
AJOONI,Ajooni Biotech Limited,BE,07-MAY-2021,2,1,INE820Y01021,2,Consumer Defensive,Packaged Foods,7.789999961853027,4.986521317448359,5.842388866008048,4.563760554262726,921390.0,77.4103232,35.409092,10.34,4.187977
AKASH,Akash Infra-Projects Limited,EQ,11-OCT-2019,10,1,INE737W01013,10,Industrials,Engineering & Construction,34.27000045776367,2.3290496870843516,-2.6696922781901367,1.0318464260378293,2845.0,59.018752,269.23077,50.6,28.72
AKG,Akg Exim Limited,EQ,16-FEB-2021,10,1,INE00Y801016,10,Industrials,Industrial Distribution,17.950000762939453,1.0129448539048267,-1.643831435948202,-4.976170762737535,14956.0,57.4520896,42.046513,32.6,16.18
AKI,AKI India Limited,EQ,06-APR-2023,2,1,INE642Z01026,2,Consumer Cyclical,Footwear & Accessories,17.809999465942383,-1.1104983919918048,0.11241455528866257,-6.802726859699791,35332.0,158.3831296,104.647064,32.5,17.16
AKSHAR,Akshar Spintex Limited,BE,23-MAY-2022,1,1,INE256Z01025,1,Consumer Cyclical,Textile Manufacturing,0.7099999785423279,1.4285700905079517,-1.3888957875743526,-31.067961333597832,801569.0,57.4852224,10.142857,6.583333,0.68
AKSHARCHEM,AksharChem India Limited,EQ,28-MAR-2017,10,1,INE542B01011,10,Basic Materials,Specialty Chemicals,294.1000061035156,0.6330217633928571,-1.5729524369022492,-1.17607524469693,6159.0,236.0526592,N/A,374.95,240.3
AKSHOPTFBR,Aksh Optifibre Limited,EQ,18-AUG-2000,5,1,INE523B01011,5,Technology,Communication Equipment,9.600000381469727,1.8027579087207295,-6.341459692978277,-3.3232619694286405,697083.0,155.700864,N/A,15.85,7.9
AKUMS,Akums Drugs and Pharmaceuticals Limited,EQ,06-AUG-2024,2,1,INE09XN01023,2,Healthcare,Drug Manufacturers - Specialty & Generic,640.0999755859375,4.994660863196158,4.472003073773044,-29.659343342204668,35476.0,9804.6672896,34.731415,1175.9,530.05
AKZOINDIA,Akzo Nobel India Limited,EQ,28-JUN-2001,10,1,INE133A01011,10,Basic Materials,Specialty Chemicals,3639.0,0.2106627600761328,1.2847543767186753,-0.2850157091796145,17699.0,16596.2530816,38.17915,4674.0,2267.0
ALANKIT,Alankit Limited,EQ,30-JUN-2015,1,1,INE914E01040,1,Technology,Information Technology Services,20.489999771118164,0.8366145612553659,-3.0747381139876326,-2.149000723316863,293064.0,557.5008768,19.571428,29.61,13.9
ALBERTDAVD,Albert David Limited,BE,14-JUN-2016,10,1,INE155C01010,10,Healthcare,Drug Manufacturers - Specialty & Generic,1268.949951171875,-0.45499500514806823,-4.968927973490275,-9.341287744600676,2581.0,721.9557376,10.538154,1753.95,911.05
ALEMBICLTD,Alembic Limited,EQ,22-SEP-1999,2,1,INE426A01027,2,Real Estate,Real Estate - Development,124.11000061035156,0.6895979712718577,-2.190873033863112,1.9802824342997527,282688.0,3195.4006016,10.289495,169.0,78.1
ALICON,Alicon Castalloy Limited,EQ,29-SEP-2006,5,1,INE062D01024,5,Industrials,Metal Fabrication,1114.5999755859375,-2.25379918808205,-7.317478944494751,-8.70295303474992,24872.0,1803.4335744,24.688335,1541.9,775.55
ALKALI,Alkali Metals Limited,EQ,06-NOV-2008,10,1,INE773I01017,10,Basic Materials,Specialty Chemicals,113.45999908447266,0.38043024844705403,0.9520417302562687,1.2402957021803511,3666.0,115.5713792,N/A,165.0,95.55
ALKEM,Alkem Laboratories Limited,EQ,23-DEC-2015,2,1,INE540L01014,2,Healthcare,Drug Manufacturers - Specialty & Generic,5583.35009765625,-0.38181725043489895,0.2180841096676564,-8.623213491162392,108563.0,67031.7215744,31.575893,6439.9,4407.05
ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,26-NOV-2007,2,1,INE150B01039,2,Basic Materials,Specialty Chemicals,1914.6500244140625,0.12812850668079948,-0.9646730431402649,-7.741050481099249,21718.0,9780.023296,58.056484,2735.0,1808.0
ALLCARGO,Allcargo Logistics Limited,EQ,23-JUN-2006,2,1,INE418H01029,2,Industrials,Integrated Freight & Logistics,52.540000915527344,0.09525478274285955,-0.05706444639722631,-6.642322669978629,1511362.0,5175.3345024,119.590904,98.0,51.83
ALLDIGI,Alldigi Tech Limited,EQ,09-MAY-2005,10,1,INE835G01018,10,Industrials,Specialty Business Services,949.75,2.9483510451398174,10.013901706177617,-14.034218136810232,12872.0,1447.638528,19.015213,1150.0,811.05
ALMONDZ,Almondz Global Securities Limited,BE,16-JUN-2008,1,1,INE326B01035,1,Financial Services,Capital Markets,27.5,-0.7220243950571992,-4.547030511024455,-7.749075838064115,20348.0,472.491264,13.414635,39.13,14.025
ALOKINDS,Alok Industries Limited,EQ,19-FEB-2020,1,1,INE270A01029,1,Consumer Cyclical,Textile Manufacturing,20.329999923706055,1.2954670295729327,0.3950613516348379,-5.617460261800856,5694529.0,10064.5412864,N/A,39.05,19.5
ALPA,Alpa Laboratories Limited,BE,06-AUG-2007,10,1,INE385I01010,10,Healthcare,Drug Manufacturers - Specialty & Generic,110.77999877929688,0.1627489219341164,2.4507551957744456,0.6907854566621322,6770.0,239.939072,12.786696,144.5,69.9
ALPHAGEO,Alphageo (India) Limited,EQ,11-MAY-2007,10,1,INE137C01018,10,Energy,Oil & Gas Equipment & Services,360.8500061035156,1.2770189352885142,1.362361265032479,-11.48043382648812,8139.0,230.8502272,17.148937,521.8,267.7
AMBER,Amber Enterprises India Limited,EQ,30-JAN-2018,10,1,INE371P01015,10,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6483.10009765625,-0.909424374283775,6.50818373130145,13.889447868947855,518181.0,21839.7556736,117.32898,7159.0,2992.5
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,29-JUN-2004,10,1,INE792B01012,10,Consumer Defensive,Household & Personal Products,29.020000457763672,-2.9431410434575036,-4.852457515528945,9.426847499424271,38359.0,50.0550144,14.014493,43.2,23.2
AMBIKCO,Ambika Cotton Mills Limited,EQ,29-JAN-2008,10,1,INE540G01014,10,Consumer Cyclical,Textile Manufacturing,1430.8499755859375,0.10143774640477998,-2.1574157755342016,-7.850589239353566,9151.0,821.3943808,12.6924095,2197.65,1385.65
AMBUJACEM,Ambuja Cements Limited,EQ,18-FEB-1998,2,1,INE079A01024,2,Basic Materials,Building Materials,499.8500061035156,3.242799216142932,-8.343260570156913,-10.501341789880819,11645446.0,124007.0094848,38.366413,706.95,414.3
AMDIND,AMD Industries Limited,EQ,19-MAR-2007,10,1,INE005I01014,10,Consumer Cyclical,Packaging & Containers,58.61000061035156,2.42921943375547,-2.6250175318268014,-10.245026230861964,7565.0,113.0272256,74.53165,98.0,51.2
AMIORG,Ami Organics Limited,EQ,14-SEP-2021,10,1,INE00FF01017,10,Basic Materials,Specialty Chemicals,2080.64990234375,-0.8246168512485974,5.384046803873531,40.95589301245239,270000.0,8533.0026496,89.32189,2184.15,1004.45
AMJLAND,Amj Land Holdings Limited,EQ,08-FEB-1995,2,1,INE606A01024,2,Real Estate,Real Estate - Development,51.720001220703125,-1.3541847803547822,5.8534600381188655,9.878907066129038,42210.0,212.6669184,16.257862,65.31,31.1
AMNPLST,Amines & Plasticizers Limited,EQ,10-NOV-2023,2,1,INE275D01022,2,Basic Materials,Chemicals,262.04998779296875,0.11460851689350526,-4.448500348963081,-13.041319898645387,6453.0,1441.5240192,34.979973,359.95,150.0
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,02-JAN-2015,1,1,INE098F01031,1,Healthcare,Drug Manufacturers - Specialty & Generic,699.7999877929688,-0.6671415481946416,2.3205309251817146,-4.119127031302318,19242.0,2002.9272064,42.313797,862.6,570.0
ANANDRATHI,Anand Rathi Wealth Limited,EQ,14-DEC-2021,5,1,INE463V01026,5,Financial Services,Asset Management,3978.14990234375,-0.7608546703509196,4.096446532527317,-1.3808196627054377,42300.0,16517.5558144,62.4509,4382.0,2390.0
ANANTRAJ,Anant Raj Limited,EQ,27-SEP-2006,2,1,INE242C01024,2,Real Estate,Real Estate - Development,676.6500244140625,0.6171040020910781,0.3633954557507347,-1.7995738478456993,835027.0,23158.0041216,64.97121,796.25,249.0
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,13-MAY-2004,2,1,INE435A01051,2,Basic Materials,Paper & Paper Products,93.38999938964844,1.0823682288194085,-0.34147870872964436,-3.232828388272061,53931.0,1874.1989376,9.827405,128.2,90.45
ANDHRSUGAR,The Andhra Sugars Limited,EQ,01-NOV-1995,2,1,INE715B01021,2,Basic Materials,Chemicals,96.3499984741211,-0.43401693036578753,0.6056195587187365,0.41688539718732565,119622.0,1315.3871872,23.98263,128.99,92.0
ANGELONE,Angel One Limited,EQ,05-OCT-2020,10,1,INE732I01013,10,Financial Services,Capital Markets,2694.60009765625,-0.9083201827072882,3.081427184771595,-6.369220991258986,767923.0,24321.5204352,18.198381,3896.0,2025.0
ANIKINDS,Anik Industries Limited,BE,21-MAY-2008,10,1,INE087B01017,10,Consumer Defensive,Food Distribution,98.25,-0.18287138536797937,-1.622111446910393,24.461612568262492,2282.0,272.678144,N/A,106.12,41.6
ANKITMETAL,Ankit Metal & Power Limited,BZ,14-MAR-2013,10,1,INE106I01010,10,Basic Materials,Steel,3.4100000858306885,4.923079564021184,-0.29239737544372346,-14.536338905257177,48309.0,48.542032,N/A,5.6,3.07
